$GNRMC,023858.90,V,,,,,,,071021,,,"N*6B
"
$GNRMC,023859.00,V,,,,,,,071021,,,"N*63
"
$GNRMC,023859.10,V,,,,,,,071021,,,"N*62
"
$GNRMC,023859.40,V,,,,,,,071021,,,"N*67
"
$GNRMC,023859.50,V,,,,,,,071021,,,"N*66
"
$GNRMC,023859.60,V,,,,,,,071021,,,"N*65
"
$GNRMC,023859.70,V,,,,,,,071021,,,"N*64
"
$GNRMC,023859.80,V,,,,,,,071021,,,"N*6B
"
$GNRMC,023859.90,V,,,,,,,071021,,,"N*6A
"
$GNRMC,023900.00,V,,,,,,,071021,,,"N*6E
"
$GNRMC,023900.10,V,,,,,,,071021,,,"N*6F
"
$GNRMC,023900.20,V,,,,,,,071021,,,"N*6C
"
$GNRMC,023900.30,V,,,,,,,071021,,,"N*6D
"
$GNRMC,023900.40,V,,,,,,,071021,,,"N*6A
"
$GNRMC,023900.50,V,,,,,,,071021,,,"N*6B
"
$GNRMC,023900.60,V,,,,,,,071021,,,"N*68
"
$GNRMC,023900.70,V,,,,,,,071021,,,"N*69
"
$GNRMC,023900.80,V,,,,,,,071021,,,"N*66
"
$GNRMC,023900.90,V,,,,,,,071021,,,"N*67
"
$GNRMC,023901.00,V,,,,,,,071021,,,"N*6F
"
$GNRMC,023901.10,V,,,,,,,071021,,,"N*6E
"
$GNRMC,023901.20,V,,,,,,,071021,,,"N*6D
"
$GNRMC,023901.30,V,,,,,,,071021,,,"N*6C
"
$GNRMC,023901.40,V,,,,,,,071021,,,"N*6B
"
$GNRMC,023901.50,V,,,,,,,071021,,,"N*6A
"
$GNRMC,023901.60,V,,,,,,,071021,,,"N*69
"
$GNRMC,023901.70,V,,,,,,,071021,,,"N*68
"
$GNRMC,023901.80,V,,,,,,,071021,,,"N*67
"
$GNRMC,023901.90,V,,,,,,,071021,,,"N*66
"
$GNRMC,023902.00,V,,,,,,,071021,,,"N*6C
"
$GNRMC,023902.10,V,,,,,,,071021,,,"N*6D
"
$GNRMC,023902.20,V,,,,,,,071021,,,"N*6E
"
$GNRMC,023902.30,V,,,,,,,071021,,,"N*6F
"
$GNRMC,023902.40,V,,,,,,,071021,,,"N*68
"
$GNRMC,023902.50,V,,,,,,,071021,,,"N*69
"
$GNRMC,023902.60,V,,,,,,,071021,,,"N*6A
"
$GNRMC,023902.70,V,,,,,,,071021,,,"N*6B
"
$GNRMC,023902.80,V,,,,,,,071021,,,"N*64
"
$GNRMC,023902.90,V,,,,,,,071021,,,"N*65
"
$GNRMC,023903.00,V,,,,,,,071021,,,"N*6D
"
$GNRMC,023903.10,V,,,,,,,071021,,,"N*6C
"
$GNRMC,023903.20,V,,,,,,,071021,,,"N*6F
"
$GNRMC,023903.30,V,,,,,,,071021,,,"N*6E
"
$GNRMC,023903.40,V,,,,,,,071021,,,"N*69
"
$GNRMC,023903.50,V,,,,,,,071021,,,"N*68
"
$GNRMC,023903.60,V,,,,,,,071021,,,"N*6B
"
$GNRMC,023903.70,V,,,,,,,071021,,,"N*6A
"
$GNRMC,023903.80,V,,,,,,,071021,,,"N*65
"
$GNRMC,023903.90,V,,,,,,,071021,,,"N*64
"
$GNRMC,023904.00,V,,,,,,,071021,,,"N*6A
"
$GNRMC,023904.10,V,,,,,,,071021,,,"N*6B
"
$GNRMC,023904.20,V,,,,,,,071021,,,"N*68
"
$GNRMC,023904.30,V,,,,,,,071021,,,"N*69
"
$GNRMC,023904.40,V,,,,,,,071021,,,"N*6E
"
$GNRMC,023904.50,V,,,,,,,071021,,,"N*6F
"
$GNRMC,023904.60,V,,,,,,,071021,,,"N*6C
"
$GNRMC,023904.70,V,,,,,,,071021,,,"N*6D
"
$GNRMC,023904.80,V,,,,,,,071021,,,"N*62
"
$GNRMC,023904.90,V,,,,,,,071021,,,"N*63
"
$GNRMC,023905.00,V,,,,,,,071021,,,"N*6B
"
$GNRMC,023905.10,V,,,,,,,071021,,,"N*6A
"
$GNRMC,023905.20,V,,,,,,,071021,,,"N*69
"
$GNRMC,023905.30,V,,,,,,,071021,,,"N*68
"
$GNRMC,023905.40,V,,,,,,,071021,,,"N*6F
"
$GNRMC,023905.50,V,,,,,,,071021,,,"N*6E
"
$GNRMC,023905.60,V,,,,,,,071021,,,"N*6D
"
$GNRMC,023905.70,V,,,,,,,071021,,,"N*6C
"
$GNRMC,023905.80,V,,,,,,,071021,,,"N*63
"
$GNRMC,023905.90,V,,,,,,,071021,,,"N*62
"
$GNRMC,023906.00,V,,,,,,,071021,,,"N*68
"
$GNRMC,023906.10,V,,,,,,,071021,,,"N*69
"
$GNRMC,023906.20,V,,,,,,,071021,,,"N*6A
"
$GNRMC,023906.30,V,,,,,,,071021,,,"N*6B
"
$GNRMC,023906.40,V,,,,,,,071021,,,"N*6C
"
$GNRMC,023906.50,V,,,,,,,071021,,,"N*6D
"
$GNRMC,023906.60,V,,,,,,,071021,,,"N*6E
"
$GNRMC,023906.70,V,,,,,,,071021,,,"N*6F
"
$GNRMC,023906.80,V,,,,,,,071021,,,"N*60
"
$GNRMC,023906.90,V,,,,,,,071021,,,"N*61
"
$GNRMC,023907.00,V,,,,,,,071021,,,"N*69
"
$GNRMC,023907.10,V,,,,,,,071021,,,"N*68
"
$GNRMC,023907.20,V,,,,,,,071021,,,"N*6B
"
$GNRMC,023907.30,V,,,,,,,071021,,,"N*6A
"
$GNRMC,023907.40,V,,,,,,,071021,,,"N*6D
"
$GNRMC,023907.50,V,,,,,,,071021,,,"N*6C
"
$GNRMC,023907.60,V,,,,,,,071021,,,"N*6F
"
$GNRMC,023907.70,V,,,,,,,071021,,,"N*6E
"
$GNRMC,023907.80,V,,,,,,,071021,,,"N*61
"
$GNRMC,023907.90,V,,,,,,,071021,,,"N*60
"
$GNRMC,023908.00,V,,,,,,,071021,,,"N*66
"
$GNRMC,023908.10,V,,,,,,,071021,,,"N*67
"
$GNRMC,023908.20,V,,,,,,,071021,,,"N*64
"
$GNRMC,023908.30,V,,,,,,,071021,,,"N*65
"
$GNRMC,023908.40,V,,,,,,,071021,,,"N*62
"
$GNRMC,023908.50,V,,,,,,,071021,,,"N*63
"
$GNRMC,023908.60,V,,,,,,,071021,,,"N*60
"
$GNRMC,023908.70,V,,,,,,,071021,,,"N*61
"
$GNRMC,023908.80,V,,,,,,,071021,,,"N*6E
"
$GNRMC,023908.90,V,,,,,,,071021,,,"N*6F
"
$GNRMC,023909.00,V,,,,,,,071021,,,"N*67
"
$GNRMC,023909.10,V,,,,,,,071021,,,"N*66
"
$GNRMC,023909.20,V,,,,,,,071021,,,"N*65
"
$GNRMC,023909.30,V,,,,,,,071021,,,"N*64
"
$GNRMC,023909.40,V,,,,,,,071021,,,"N*63
"
$GNRMC,023909.50,V,,,,,,,071021,,,"N*62
"
$GNRMC,023909.60,V,,,,,,,071021,,,"N*61
"
$GNRMC,023909.70,V,,,,,,,071021,,,"N*60
"
$GNRMC,023909.80,V,,,,,,,071021,,,"N*6F
"
$GNRMC,023909.90,V,,,,,,,071021,,,"N*6E
"
$GNRMC,023910.00,V,,,,,,,071021,,,"N*6F
"
$GNRMC,023910.10,V,,,,,,,071021,,,"N*6E
"
$GNRMC,023910.20,V,,,,,,,071021,,,"N*6D
"
$GNRMC,023910.30,V,,,,,,,071021,,,"N*6C
"
$GNRMC,023910.40,V,,,,,,,071021,,,"N*6B
"
$GNRMC,023910.50,V,,,,,,,071021,,,"N*6A
"
$GNRMC,023910.60,V,,,,,,,071021,,,"N*69
"
$GNRMC,023910.70,V,,,,,,,071021,,,"N*68
"
$GNRMC,023910.80,V,,,,,,,071021,,,"N*67
"
$GNRMC,023910.90,V,,,,,,,071021,,,"N*66
"
$GNRMC,023911.00,V,,,,,,,071021,,,"N*6E
"
$GNRMC,023911.10,V,,,,,,,071021,,,"N*6F
"
$GNRMC,023911.20,V,,,,,,,071021,,,"N*6C
"
$GNRMC,023911.30,V,,,,,,,071021,,,"N*6D
"
$GNRMC,023911.40,V,,,,,,,071021,,,"N*6A
"
$GNRMC,023911.50,V,,,,,,,071021,,,"N*6B
"
$GNRMC,023911.60,V,,,,,,,071021,,,"N*68
"
$GNRMC,023911.70,V,,,,,,,071021,,,"N*69
"
$GNRMC,023911.80,V,,,,,,,071021,,,"N*66
"
$GNRMC,023911.90,V,,,,,,,071021,,,"N*67
"
$GNRMC,023912.00,V,,,,,,,071021,,,"N*6D
"
$GNRMC,023912.10,V,,,,,,,071021,,,"N*6C
"
$GNRMC,023912.20,V,,,,,,,071021,,,"N*6F
"
$GNRMC,023912.30,V,,,,,,,071021,,,"N*6E
"
$GNRMC,023912.40,V,,,,,,,071021,,,"N*69
"
$GNRMC,023912.50,V,,,,,,,071021,,,"N*68
"
$GNRMC,023912.60,V,,,,,,,071021,,,"N*6B
"
$GNRMC,023912.70,V,,,,,,,071021,,,"N*6A
"
$GNRMC,023912.80,V,,,,,,,071021,,,"N*65
"
$GNRMC,023912.90,V,,,,,,,071021,,,"N*64
"
$GNRMC,023913.00,V,,,,,,,071021,,,"N*6C
"
$GNRMC,023913.10,V,,,,,,,071021,,,"N*6D
"
$GNRMC,023913.20,V,,,,,,,071021,,,"N*6E
"
$GNRMC,023913.30,V,,,,,,,071021,,,"N*6F
"
$GNRMC,023913.40,V,,,,,,,071021,,,"N*68
"
$GNRMC,023913.50,V,,,,,,,071021,,,"N*69
"
$GNRMC,023913.60,V,,,,,,,071021,,,"N*6A
"
$GNRMC,023913.70,V,,,,,,,071021,,,"N*6B
"
$GNRMC,023913.80,V,,,,,,,071021,,,"N*64
"
$GNRMC,023913.90,V,,,,,,,071021,,,"N*65
"
$GNRMC,023914.00,V,,,,,,,071021,,,"N*6B
"
$GNRMC,023914.10,V,,,,,,,071021,,,"N*6A
"
$GNRMC,023914.20,V,,,,,,,071021,,,"N*69
"
