$GNRMC,061450.10,A,3355.40215,N,11818.43313,W,0.514,,061021,,,"A*7A
"
$GNRMC,061450.20,A,3355.40216,N,11818.43310,W,0.644,,061021,,,"A*7F
"
$GNRMC,061450.30,A,3355.40216,N,11818.43309,W,0.629,,061021,,,"A*7D
"
$GNRMC,061450.40,A,3355.40215,N,11818.43309,W,0.620,,061021,,,"A*70
"
$GNRMC,061450.50,A,3355.40216,N,11818.43308,W,0.598,,061021,,,"A*73
"
$GNRMC,061450.60,A,3355.40216,N,11818.43310,W,0.595,,061021,,,"A*74
"
$GNRMC,061450.70,A,3355.40215,N,11818.43311,W,0.393,,061021,,,"A*77
"
$GNRMC,061450.80,A,3355.40215,N,11818.43313,W,0.213,,061021,,,"A*73
"
$GNRMC,061450.90,A,3355.40215,N,11818.43313,W,0.099,,061021,,,"A*72
"
$GNRMC,061451.00,A,3355.40214,N,11818.43313,W,0.050,,061021,,,"A*7E
"
$GNRMC,061451.10,A,3355.40213,N,11818.43312,W,0.033,,061021,,,"A*7C
"
$GNRMC,061451.20,A,3355.40214,N,11818.43312,W,0.091,,061021,,,"A*70
"
$GNRMC,061451.30,A,3355.40213,N,11818.43313,W,0.033,,061021,,,"A*7F
"
$GNRMC,061451.40,A,3355.40213,N,11818.43313,W,0.027,,061021,,,"A*7D
"
$GNRMC,061451.50,A,3355.40214,N,11818.43312,W,0.179,,061021,,,"A*70
"
$GNRMC,061451.60,A,3355.40214,N,11818.43311,W,0.205,,061021,,,"A*78
"
$GNRMC,061451.70,A,3355.40214,N,11818.43313,W,0.041,,061021,,,"A*79
"
$GNRMC,061451.80,A,3355.40215,N,11818.43312,W,0.130,,061021,,,"A*71
"
$GNRMC,061451.90,A,3355.40215,N,11818.43315,W,0.043,,061021,,,"A*72
"
$GNRMC,061452.00,A,3355.40216,N,11818.43321,W,0.373,,061021,,,"A*7C
"
$GNRMC,061452.10,A,3355.40216,N,11818.43325,W,0.545,,061021,,,"A*7A
"
$GNRMC,061452.20,A,3355.40216,N,11818.43329,W,0.650,,061021,,,"A*72
"
$GNRMC,061452.30,A,3355.40216,N,11818.43330,W,0.573,,061021,,,"A*79
"
$GNRMC,061452.40,A,3355.40215,N,11818.43333,W,0.631,,061021,,,"A*7B
"
$GNRMC,061452.50,A,3355.40215,N,11818.43334,W,0.546,,061021,,,"A*7E
"
$GNRMC,061452.60,A,3355.40215,N,11818.43335,W,0.430,,061021,,,"A*7C
"
$GNRMC,061452.70,A,3355.40213,N,11818.43338,W,0.519,,061021,,,"A*7C
"
$GNRMC,061452.80,A,3355.40213,N,11818.43342,W,0.624,,061021,,,"A*73
"
$GNRMC,061452.90,A,3355.40214,N,11818.43345,W,0.573,,061021,,,"A*73
"
$GNRMC,061453.00,A,3355.40214,N,11818.43349,W,0.636,,061021,,,"A*75
"
$GNRMC,061453.10,A,3355.40214,N,11818.43350,W,0.558,,061021,,,"A*77
"
$GNRMC,061453.20,A,3355.40215,N,11818.43349,W,0.356,,061021,,,"A*75
"
$GNRMC,061453.30,A,3355.40215,N,11818.43347,W,0.321,,061021,,,"A*7A
"
$GNRMC,061453.40,A,3355.40214,N,11818.43347,W,0.334,,061021,,,"A*78
"
$GNRMC,061453.50,A,3355.40214,N,11818.43351,W,0.647,15.61,061021,,,"A*52
"
$GNRMC,061453.60,A,3355.40218,N,11818.43347,W,0.301,,061021,,,"A*70
"
$GNRMC,061453.70,A,3355.40219,N,11818.43345,W,0.142,,061021,,,"A*77
"
$GNRMC,061453.80,A,3355.40218,N,11818.43352,W,0.250,,061021,,,"A*7F
"
$GNRMC,061453.90,A,3355.40219,N,11818.43354,W,0.161,,061021,,,"A*78
"
$GNRMC,061454.00,A,3355.40219,N,11818.43359,W,0.310,,061021,,,"A*7F
"
$GNRMC,061454.10,A,3355.40218,N,11818.43359,W,0.281,,061021,,,"A*76
"
$GNRMC,061454.20,A,3355.40219,N,11818.43360,W,0.053,,061021,,,"A*73
"
$GNRMC,061454.30,A,3355.40219,N,11818.43361,W,0.019,,061021,,,"A*7D
"
$GNRMC,061454.40,A,3355.40220,N,11818.43361,W,0.101,,061021,,,"A*78
"
$GNRMC,061454.50,A,3355.40219,N,11818.43359,W,0.235,,061021,,,"A*7C
"
$GNRMC,061454.60,A,3355.40218,N,11818.43363,W,0.205,,061021,,,"A*74
"
$GNRMC,061454.70,A,3355.40219,N,11818.43360,W,0.124,,061021,,,"A*77
"
$GNRMC,061454.80,A,3355.40217,N,11818.43358,W,0.199,,061021,,,"A*7B
"
$GNRMC,061454.90,A,3355.40216,N,11818.43355,W,0.362,,061021,,,"A*70
"
$GNRMC,061455.00,A,3355.40216,N,11818.43354,W,0.366,,061021,,,"A*7D
"
$GNRMC,061455.10,A,3355.40214,N,11818.43352,W,0.381,,061021,,,"A*71
"
$GNRMC,061455.20,A,3355.40214,N,11818.43349,W,0.414,,061021,,,"A*73
"
$GNRMC,061455.30,A,3355.40214,N,11818.43348,W,0.392,,061021,,,"A*7A
"
$GNRMC,061455.40,A,3355.40216,N,11818.43347,W,0.362,,061021,,,"A*7F
"
$GNRMC,061455.50,A,3355.40216,N,11818.43346,W,0.339,,061021,,,"A*71
"
$GNRMC,061455.60,A,3355.40216,N,11818.43343,W,0.484,,061021,,,"A*76
"
$GNRMC,061455.70,A,3355.40218,N,11818.43340,W,0.462,,061021,,,"A*72
"
$GNRMC,061455.80,A,3355.40217,N,11818.43339,W,0.415,,061021,,,"A*7C
"
$GNRMC,061455.90,A,3355.40218,N,11818.43336,W,0.565,,061021,,,"A*7B
"
$GNRMC,061456.00,A,3355.40218,N,11818.43334,W,0.635,,061021,,,"A*75
"
$GNRMC,061456.10,A,3355.40218,N,11818.43331,W,0.618,,061021,,,"A*7E
"
$GNRMC,061456.20,A,3355.40221,N,11818.43331,W,0.486,,061021,,,"A*72
"
$GNRMC,061456.30,A,3355.40222,N,11818.43329,W,0.494,,061021,,,"A*7A
"
$GNRMC,061456.40,A,3355.40223,N,11818.43327,W,0.483,,061021,,,"A*74
"
$GNRMC,061456.50,A,3355.40223,N,11818.43325,W,0.468,,061021,,,"A*72
"
$GNRMC,061456.60,A,3355.40224,N,11818.43326,W,0.388,,061021,,,"A*7C
"
$GNRMC,061456.70,A,3355.40228,N,11818.43326,W,0.574,,061021,,,"A*74
"
$GNRMC,061456.80,A,3355.40230,N,11818.43335,W,0.534,,061021,,,"A*74
"
$GNRMC,061456.90,A,3355.40230,N,11818.43337,W,0.372,,061021,,,"A*73
"
$GNRMC,061457.00,A,3355.40232,N,11818.43337,W,0.495,,061021,,,"A*77
"
$GNRMC,061457.10,A,3355.40232,N,11818.43340,W,0.527,,061021,,,"A*7E
"
$GNRMC,061457.20,A,3355.40231,N,11818.43344,W,0.640,,061021,,,"A*78
"
$GNRMC,061457.30,A,3355.40230,N,11818.43350,W,0.558,,061021,,,"A*77
"
$GNRMC,061457.40,A,3355.40229,N,11818.43355,W,0.410,,061021,,,"A*70
"
$GNRMC,061457.50,A,3355.40230,N,11818.43359,W,0.249,,061021,,,"A*7F
"
$GNRMC,061457.60,A,3355.40229,N,11818.43362,W,0.234,,061021,,,"A*76
"
$GNRMC,061457.70,A,3355.40230,N,11818.43362,W,0.396,,061021,,,"A*76
"
$GNRMC,061457.80,A,3355.40230,N,11818.43366,W,0.371,,061021,,,"A*74
"
$GNRMC,061457.90,A,3355.40232,N,11818.43367,W,0.440,,061021,,,"A*73
"
$GNRMC,061458.00,A,3355.40232,N,11818.43370,W,0.446,,061021,,,"A*75
"
$GNRMC,061458.10,A,3355.40230,N,11818.43376,W,0.247,,061021,,,"A*77
"
$GNRMC,061458.20,A,3355.40231,N,11818.43379,W,0.336,,061021,,,"A*7D
"
$GNRMC,061458.30,A,3355.40231,N,11818.43381,W,0.308,,061021,,,"A*76
"
$GNRMC,0$GNRMC,061541.40,A,3355.40267,N,11818.43342,W,0.160,,061021,,,"A*78
"
$GNRMC,061541.50,A,3355.40271,N,11818.43343,W,0.367,,061021,,,"A*7A
"
$GNRMC,061541.60,A,3355.40271,N,11818.43343,W,0.345,,061021,,,"A*79
"
$GNRMC,061541.70,A,3355.40265,N,11818.43338,W,0.096,,061021,,,"A*7C
"
$GNRMC,061541.80,A,3355.40265,N,11818.43332,W,0.316,,061021,,,"A*72
"
$GNRMC,061542.10,A,3355.40269,N,11818.43335,W,0.282,,061021,,,"A*7F
"
$GNRMC,061542.20,A,3355.40267,N,11818.43334,W,0.255,,061021,,,"A*79
"
$GNRMC,061542.30,A,3355.40267,N,11818.43339,W,0.234,,061021,,,"A*72
"
$GNRMC,061542.40,A,3355.40266,N,11818.43340,W,0.262,,061021,,,"A*79
"
$GNRMC,061542.50,A,3355.40263,N,11818.43343,W,0.249,,061021,,,"A*77
"
$GNRMC,061542.60,A,3355.40261,N,11818.43350,W,0.417,,061021,,,"A*79
"
$GNRMC,061542.70,A,3355.40261,N,11818.43361,W,0.704,,061021,,,"A*7B
"
$GNRMC,061542.80,A,3355.40259,N,11818.43364,W,0.685,,061021,,,"A*72
"
$GNRMC,061542.90,A,3355.40256,N,11818.43369,W,0.683,,061021,,,"A*77
"
$GNRMC,061543.10,A,3355.40266,N,11818.43375,W,0.879,,061021,,,"A*7B
"
$GNRMC,061543.30,A,3355.40273,N,11818.43389,W,1.296,,061021,,,"A*74
"
$GNRMC,061543.70,A,3355.40285,N,11818.43406,W,1.455,,061021,,,"A*70
"
$GNRMC,061546.235024N1118438,,.85061,,,*E$GNRMC,061546.30,A,3355.40221,N,11818.43490,W,1.211,,061021,,,"A*76
"
$GNRMC,061546.,3355.2,N4346,W,04,,612,,"73
"
$GNRMC,061547.50,A,3355.40186,N,11818.43522,W,0.961,,061021,,,"A*7A
"
$GNRMC,061547.60,A,3355.40184,N,11818.43525,W,0.946,,061021,,,"A*79
"
$GNRMC,061547.70,A,3355.40184,N,11818.43529,W,0.966,,061021,,,"A*76
"
$GNRMC,061547.80,A,3355.40181,N,11818.43528,W,0.805,,061021,,,"A*79
"
$GNRMC,061547.90,A,3355.40176,N,11818.43528,W,0.777,,061021,,,"A*7A
"
$GNRMC,061548.00,A,3355.40168,N,11818.43529,W,0.859,,061021,,,"A*71
"
$GNRMC,061548.10,A,3355.40165,N,11818.43531,W,0.852,,061021,,,"A*7F
"
$GNRMC,061548.20,A,3355.40164,N,11818.43532,W,0.762,,061021,,,"A*72
"
$GNRMC,061548.30,A,3355.40161,N,11818.43531,W,0.718,,061021,,,"A*78
"
$GNRMC,061548.40,A,3355.40156,N,11818.43525,W,0.721,,061021,,,"A*74
"
$GNRMC,061548.50,A,3355.40151,N,11818.43520,W,0.826,,061021,,,"A*7F
"
$GNRMC,061548.60,A,3355.40151,N,11818.43512,W,0.756,,061021,,,"A*75
"
$GNRMC,061548.70,A,3355.40151,N,11818.43510,W,0.667,,061021,,,"A*75
"
$GNRMC,061548.80,A,3355.40146,N,11818.43509,W,0.753,,061021,,,"A*72
"
$GNRMC,061548.90,A,3355.40144,N,11818.43505,W,0.790,,061021,,,"A*72
"
$GNRMC,061549.00,A,3355.40145,N,11818.43502,W,0.693,,061021,,,"A*7E
"
$GNRMC,061549.10,A,3355.40146,N,11818.43501,W,0.589,,061021,,,"A*77
"
$GNRMC,061549.20,A,3355.40152,N,11818.43497,W,0.514,,061021,,,"A*7B
"
$GNRMC,061549.30,A,3355.40151,N,11818.43497,W,0.450,,061021,,,"A*78
"
$GNRMC,061549.40,A,3355.40145,N,11818.43499,W,0.440,,061021,,,"A*75
"
$GNRMC,061549.50,A,3355.40139,N,11818.43500,W,0.535,,061021,,,"A*7D
"
$GNRMC,061549.60,A,3355.40132,N,11818.43502,W,0.678,,061021,,,"A*7D
"
$GNRMC,061549.70,A,3355.40127,N,11818.43501,W,0.798,,061021,,,"A*74
"
$GNRMC,061549.80,A,3355.40128,N,11818.43496,W,0.743,,061021,,,"A*7D
"
$GNRMC,061549.90,A,3355.40132,N,11818.43489,W,0.743,,061021,,,"A*79
"
$GNRMC,061550.00,A,3355.40132,N,11818.43483,W,0.852,,061021,,,"A*7D
"
$GNRMC,061550.10,A,3355.40131,N,11818.43485,W,0.695,,061021,,,"A*7C
"
$GNRMC,061550.20,A,3355.40130,N,11818.43487,W,0.573,,061021,,,"A*77
"
$GNRMC,061550.30,A,3355.40133,N,11818.43486,W,0.510,,061021,,,"A*71
"
$GNRMC,061550.40,A,3355.40137,N,11818.43476,W,0.783,,061021,,,"A*75
"
$GNRMC,061550.50,A,3355.40138,N,11818.43463,W,1.190,,061021,,,"A*7A
"
$GNRMC,061550.60,A,3355.40135,N,11818.43457,W,1.265,,061021,,,"A*7A
"
$GNRMC,061550.70,A,3355.40133,N,11818.43456,W,1.159,,061021,,,"A*70
"
$GNRMC,061550.80,A,3355.40131,N,11818.43458,W,0.962,,061021,,,"A*72
"
$GNRMC,061550.90,A,3355.40134,N,11818.43459,W,0.875,,061021,,,"A*70
"
$GNRMC,061551.00,A,3355.40140,N,11818.43459,W,0.877,,061021,,,"A*79
"
$GNRMC,061551.10,A,3355.40146,N,11818.43459,W,0.974,,061021,,,"A*7C
"
$GNRMC,061551.20,A,3355.40150,N,11818.43459,W,1.019,,061021,,,"A*7B
"
$GNRMC,061551.30,A,3355.40151,N,11818.43463,W,0.936,,061021,,,"A*77
"
$GNRMC,061551.40,A,3355.40146,N,11818.43465,W,0.690,,061021,,,"A*73
"
$GNRMC,061551.50,A,3355.40144,N,11818.43465,W,0.603,,061021,,,"A*7A
"
$GNRMC,061551.60,A,3355.40148,N,11818.43464,W,0.697,,061021,,,"A*79
"
$GNRMC,061551.70,A,3355.40152,N,11818.43468,W,0.750,,061021,,,"A*75
"
$GNRMC,061551.80,A,3355.40150,N,11818.43468,W,0.600,,061021,,,"A*7C
"
$GNRMC,061551.90,A,3355.40146,N,11818.43465,W,0.473,,061021,,,"A*71
"
$GNRMC,061552.00,A,3355.40141,N,11818.43462,W,0.409,,061021,,,"A*76
"
$GNRMC,061552.10,A,3355.40137,N,11818.43461,W,0.392,,061021,,,"A*70
"
$GNRMC,061552.20,A,3355.40134,N,11818.43460,W,0.414,,061021,,,"A*78
"
$GNRMC,061552.30,A,3355.40137,N,11818.43456,W,0.398,,061021,,,"A*7C
"
$GNRMC,061552.40,A,3355.40135,N,11818.43454,W,0.355,,061021,,,"A*7A
"
$GNRMC,061552.50,A,3355.40123,N,11818.43453,W,0.643,,061021,,,"A*79
"
$GNRMC,061552.60,A,3355.40115,N,11818.43445,W,1.020,,061021,,,"A*7A
"
$GNRMC,061552.70,A,3355.40117,N,11818.43426,W,1.367,,061021,,,"A*7C
"
$GNRMC,061552.80,A,3355.40125,N,11818.43415,W,1.294,,061021,,,"A*7F
"
$GNRMC,061552.90,A,3355.40129,N,11818.43406,W,1.321,,061021,,,"A*7F
"
$GNRMC,061553.00,A,3355.40127,N,11818.43397,W,1.429,,061021,,,"A*79
"
$GNRMC,061553.10,A,3355.40123,N,11818.43387,W,1.637,,061021,,,"A*70
"
$GNRMC,061553.20,A,3355.40120,N,11818.43386,W,1.586,,061021,,,"A*78
"
$GNRMC,061553.30,A,3355.40118,N,11818.43388,W,1.460,,061021,,,"A*75
"
$GNRMC,061553.40,A,3355.40123,N,11818.43387,W,1.208,,061021,,,"A*7D
"
$GNRMC,061553.50,A,3355.40127,N,11818.43379,W,1.266,,061021,,,"A*71
"
$GNRMC,061553.60,A,3355.40131,N,11818.43370,W,1.362,,061021,,,"A*79
"
