$GNRMC,045546.10,V,,,,,,,061021,,,"N*60
"
$GNRMC,045546.20,V,,,,,,,061021,,,"N*63
"
$GNRMC,045546.30,V,,,,,,,061021,,,"N*62
"
$GNRMC,045546.40,V,,,,,,,061021,,,"N*65
"
$GNRMC,045546.50,V,,,,,,,061021,,,"N*64
"
$GNRMC,045546.60,V,,,,,,,061021,,,"N*67
"
$GNRMC,045546.70,V,,,,,,,061021,,,"N*66
"
$GNRMC,045546.80,V,,,,,,,061021,,,"N*69
"
$GNRMC,045546.90,V,,,,,,,061021,,,"N*68
"
$GNRMC,045547.00,V,,,,,,,061021,,,"N*60
"
$GNRMC,045547.10,V,,,,,,,061021,,,"N*61
"
$GNRMC,045547.20,V,,,,,,,061021,,,"N*62
"
$GNRMC,045547.30,V,,,,,,,061021,,,"N*63
"
$GNRMC,045547.40,V,,,,,,,061021,,,"N*64
"
$GNRMC,045547.50,V,,,,,,,061021,,,"N*65
"
$GNRMC,045547.60,V,,,,,,,061021,,,"N*66
"
$GNRMC,045547.70,V,,,,,,,061021,,,"N*67
"
$GNRMC,045547.80,V,,,,,,,061021,,,"N*68
"
$GNRMC,045547.90,V,,,,,,,061021,,,"N*69
"
$GNRMC,045548.00,V,,,,,,,061021,,,"N*6F
"
$GNRMC,045548.10,V,,,,,,,061021,,,"N*6E
"
$GNRMC,045548.20,V,,,,,,,061021,,,"N*6D
"
$GNRMC,045548.30,V,,,,,,,061021,,,"N*6C
"
$GNRMC,045548.40,V,,,,,,,061021,,,"N*6B
"
$GNRMC,045548.50,V,,,,,,,061021,,,"N*6A
"
$GNRMC,045548.60,V,,,,,,,061021,,,"N*69
"
$GNRMC,045548.70,V,,,,,,,061021,,,"N*68
"
$GNRMC,045548.80,V,,,,,,,061021,,,"N*67
"
$GNRMC,045548.90,V,,,,,,,061021,,,"N*66
"
$GNRMC,045549.00,V,,,,,,,061021,,,"N*6E
"
$GNRMC,045549.10,V,,,,,,,061021,,,"N*6F
"
$GNRMC,045549.20,V,,,,,,,061021,,,"N*6C
"
$GNRMC,045549.30,V,,,,,,,061021,,,"N*6D
"
$GNRMC,045549.40,V,,,,,,,061021,,,"N*6A
"
$GNRMC,045549.50,V,,,,,,,061021,,,"N*6B
"
$GNRMC,045549.60,V,,,,,,,061021,,,"N*68
"
$GNRMC,045549.70,V,,,,,,,061021,,,"N*69
"
$GNRMC,045549.80,V,,,,,,,061021,,,"N*66
"
$GNRMC,045549.90,V,,,,,,,061021,,,"N*67
"
$GNRMC,045550.00,V,,,,,,,061021,,,"N*66
"
$GNRMC,045550.10,V,,,,,,,061021,,,"N*67
"
$GNRMC,045550.20,V,,,,,,,061021,,,"N*64
"
$GNRMC,045550.30,V,,,,,,,061021,,,"N*65
"
$GNRMC,045550.40,V,,,,,,,061021,,,"N*62
"
$GNRMC,045550.50,V,,,,,,,061021,,,"N*63
"
$GNRMC,045550.60,V,,,,,,,061021,,,"N*60
"
$GNRMC,045550.70,V,,,,,,,061021,,,"N*61
"
$GNRMC,045550.80,V,,,,,,,061021,,,"N*6E
"
$GNRMC,045550.90,V,,,,,,,061021,,,"N*6F
"
$GNRMC,045551.00,V,,,,,,,061021,,,"N*67
"
$GNRMC,045551.10,V,,,,,,,061021,,,"N*66
"
$GNRMC,045551.20,V,,,,,,,061021,,,"N*65
"
$GNRMC,045551.30,V,,,,,,,061021,,,"N*64
"
$GNRMC,045551.40,V,,,,,,,061021,,,"N*63
"
$GNRMC,045551.50,V,,,,,,,061021,,,"N*62
"
$GNRMC,045551.60,V,,,,,,,061021,,,"N*61
"
$GNRMC,045551.70,V,,,,,,,061021,,,"N*60
"
$GNRMC,045551.80,V,,,,,,,061021,,,"N*6F
"
$GNRMC,045551.90,V,,,,,,,061021,,,"N*6E
"
$GNRMC,045552.00,V,,,,,,,061021,,,"N*64
"
$GNRMC,045552.10,V,,,,,,,061021,,,"N*65
"
$GNRMC,045552.20,V,,,,,,,061021,,,"N*66
"
$GNRMC,045552.30,V,,,,,,,061021,,,"N*67
"
$GNRMC,045552.40,V,,,,,,,061021,,,"N*60
"
$GNRMC,045552.50,V,,,,,,,061021,,,"N*61
"
$GNRMC,045552.60,V,,,,,,,061021,,,"N*62
"
